borrower_id,borrower_name,institute_id,institute_name,city,state,nirf_rank,nirf_score,institute_tier,course,applicant_origin,gpa_scale,raw_gpa,normalized_cgpa_10,backlogs,internships,certifications,job_portal_activity,interview_count,placement_cell_index,sector_demand_index,historical_course_placement_rate,loan_amount_lakh,moratorium_days_left,placed_3m,placed_6m,placed_12m,actual_salary_lpa,early_delinquency
B000114,Mohan Dutta,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,core_engineering,indian,10,5.87,5.87,1,1,0,1.0,5,0.622,0.582,0.76,16.04,191,0,0,0,0.0,1
B000115,Jeet Khurana,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,core_engineering,indian,10,7.68,7.68,0,3,1,0.347,1,0.394,0.397,0.75,14.52,207,0,0,1,6.04,0
B000116,Harshita Masarrate,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,core_engineering,indian,10,6.19,6.19,1,1,2,0.359,2,0.545,0.384,0.593,13.6,239,0,1,1,6.27,0
B000117,Parth Mehta,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,core_engineering,indian,10,8.85,8.85,0,0,1,0.497,3,0.602,0.592,0.663,4.0,210,0,1,1,6.84,0
B000118,Muneesh Bansal,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,commerce_arts,indian,4,3.51,8.78,0,0,4,0.613,1,0.447,0.388,0.514,7.78,28,0,1,1,6.64,0
B000119,Jeetu Nander,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,10,8.0,8.0,0,2,3,0.907,1,0.742,0.732,0.96,21.82,41,1,1,1,14.66,0
B000120,Bhuvan Verma,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,mba,indian,10,7.75,7.75,0,2,0,0.549,1,0.65,0.83,0.856,22.98,201,1,1,1,13.31,1
B000121,Ojas Luthra,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,core_engineering,indian,10,6.31,6.31,0,0,1,0.548,0,0.606,0.506,0.663,10.36,43,1,1,1,4.32,1
B000122,Geeta Mitra,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,commerce_arts,indian,10,6.71,6.71,0,3,0,0.864,4,0.49,0.384,0.719,17.27,144,0,1,1,6.46,0
B000123,Parag Iyer,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,7.15,7.15,1,0,2,0.298,0,0.39,0.68,0.659,4.33,231,0,1,1,6.22,1
B000124,Gaurav Bhat,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,core_engineering,indian,10,8.29,8.29,0,1,0,0.682,3,0.542,0.327,0.772,8.38,22,0,1,1,7.83,0
B000125,Muneesh Sharma,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,btech_cse,indian,10,6.86,6.86,1,2,3,0.685,2,0.434,0.718,0.785,11.16,135,1,1,1,9.25,0
B000126,Kamal Masarrate,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,52.54,2,btech_cse,indian,10,7.81,7.81,0,2,4,0.844,3,0.447,0.716,0.623,19.97,236,1,1,1,11.19,0
B000127,Lalit Lakhanpal,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,mba,indian,10,6.78,6.78,0,2,0,0.711,3,0.342,0.627,0.584,23.86,239,0,1,1,6.58,0
B000128,Nikhil Kumaran,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,mba,foreign,4,3.1,7.76,0,1,2,0.675,5,0.336,0.713,0.632,20.14,163,0,1,1,9.29,0
B000129,Karan Mahajan,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,btech_cse,indian,10,7.68,7.68,0,2,3,0.83,3,0.633,0.564,0.886,19.48,134,1,1,1,11.28,0
B000130,Disha Iyengar,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,core_engineering,indian,10,7.63,7.63,0,2,0,0.583,0,0.625,0.443,0.721,25.83,59,1,1,1,8.74,0
B000131,Gaurav Bhat,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,btech_cse,indian,10,8.38,8.38,0,1,0,0.859,3,0.642,0.697,0.912,16.94,180,0,1,1,10.94,1
B000132,Ashwin Jain,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,commerce_arts,indian,10,6.47,6.47,0,0,1,0.684,1,0.415,0.373,0.485,9.45,180,0,1,1,4.1,1
B000133,Parvati Verma,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,foreign,4,2.86,7.14,0,0,4,0.204,0,0.452,0.849,0.765,17.58,21,0,0,1,8.11,0
B000134,Manit Kumar,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,commerce_arts,indian,10,6.54,6.54,2,0,0,0.691,1,0.509,0.174,0.428,19.56,231,0,0,0,0.0,1
B000135,Nitin Hegde,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,mba,indian,4,3.14,7.85,0,0,1,0.766,2,0.531,0.609,0.837,29.18,66,0,1,1,9.14,1
B000136,Nutan Hegde,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,4,2.59,6.48,1,2,2,0.638,4,0.657,0.466,0.767,25.4,139,0,1,1,5.71,0
B000137,Pawan Joshi,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,indian,10,5.47,5.47,1,1,2,0.381,3,0.377,0.651,0.765,10.22,171,0,0,0,0.0,1
B000138,Karan Mazumdar,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,commerce_arts,indian,4,3.69,9.23,0,1,0,0.482,2,0.699,0.395,0.749,19.39,15,1,1,1,9.64,0
B000139,Nilesh Mishra,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,4,2.62,6.54,0,1,3,0.725,1,0.389,0.95,0.811,15.37,111,0,0,1,7.15,0
B000140,Rohit Bhattacharya,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,mba,indian,10,7.04,7.04,0,0,5,0.336,1,0.576,0.513,0.683,14.44,39,0,1,1,8.17,0
B000141,Pavitra Nander,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,10,7.21,7.21,0,1,1,0.445,2,0.477,0.676,0.725,13.12,112,1,1,1,8.36,0
B000142,Hemant Dixit,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,btech_cse,indian,10,9.22,9.22,0,0,1,0.637,0,0.557,0.667,0.809,18.63,136,0,1,1,13.42,0
B000143,Peeyush Hegde,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,btech_cse,indian,10,8.96,8.96,0,0,2,0.021,2,0.15,0.883,0.592,5.21,81,0,1,1,9.66,0
B000144,Neha Nambiar,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,commerce_arts,indian,10,6.04,6.04,0,1,1,0.388,0,0.551,0.338,0.708,19.36,216,0,0,0,0.0,1
B000145,Naina Bhindal,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,7.73,7.73,0,0,0,0.8,1,0.373,0.626,0.707,8.84,218,1,1,1,5.84,0
B000146,Lalit Nag,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,core_engineering,indian,10,7.74,7.74,0,2,0,0.868,2,0.671,0.304,0.725,25.31,31,1,1,1,9.97,1
B000147,Jaya Chopra,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,4,2.36,5.89,1,0,3,0.338,0,0.485,0.834,0.807,11.4,237,0,0,0,0.0,0
B000148,Tanvi Dey,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,btech_cse,indian,10,5.32,5.32,0,2,1,0.641,1,0.494,0.733,0.809,5.61,17,0,0,1,5.68,1
B000149,Sakshi Loomba,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,mba,indian,10,7.29,7.29,1,0,0,0.476,1,0.347,0.567,0.785,13.97,180,0,0,1,6.57,1
B000150,Komal Lamba,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,core_engineering,foreign,4,2.79,6.98,0,0,1,0.92,3,0.53,0.306,0.623,16.49,21,0,1,1,2.4,1
B000151,Jatin Mathur,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,core_engineering,indian,10,7.1,7.1,0,0,0,0.766,0,0.449,0.367,0.606,13.51,81,0,0,0,0.0,1
B000152,Manit Kulkarni,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,core_engineering,indian,10,6.23,6.23,0,1,0,1.0,0,0.552,0.17,0.563,23.46,143,1,1,1,2.4,1
B000153,Mangal Moonje,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,commerce_arts,indian,4,3.28,8.19,1,2,1,0.784,1,0.779,0.334,0.638,10.73,213,1,1,1,5.78,0
B000154,Milind Murthy,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,commerce_arts,indian,10,6.94,6.94,0,2,2,0.726,3,0.419,0.275,0.474,14.06,103,1,1,1,4.27,1
B000155,Muneesh Singh,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,mba,indian,4,3.04,7.59,0,1,2,0.52,3,0.725,0.686,0.707,19.09,48,1,1,1,10.06,0
B000156,Parth Lal,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,core_engineering,indian,10,8.24,8.24,0,1,1,0.576,3,0.554,0.485,0.676,12.99,190,0,1,1,5.92,0
B000157,Mishti Dutta,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,mba,indian,10,7.53,7.53,0,1,0,0.411,3,0.374,0.503,0.896,24.36,68,0,1,1,10.94,1
B000158,Pawan Patel,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,btech_cse,indian,10,6.73,6.73,0,0,2,0.695,2,0.397,0.666,0.706,12.65,89,1,1,1,6.98,0
B000159,Harsh Jain,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,4,3.68,9.2,0,4,1,1.0,6,0.88,0.5,0.96,14.9,122,1,1,1,14.13,0
B000160,Eshan Mookerjee,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,commerce_arts,indian,10,7.82,7.82,0,3,1,0.52,5,0.445,0.314,0.507,11.25,120,1,1,1,10.62,0
B000161,Shreya Kulkarni,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,commerce_arts,indian,10,6.83,6.83,0,0,3,0.716,1,0.496,0.297,0.447,15.39,171,1,1,1,3.8,0
B000162,Varun Namboothiri,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,btech_cse,indian,10,6.75,6.75,0,2,0,0.965,5,0.75,0.674,0.915,12.64,142,1,1,1,11.29,0
B000163,Pari Mahanti,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,commerce_arts,indian,10,6.94,6.94,0,0,2,0.222,1,0.328,0.368,0.409,11.01,130,0,0,1,2.4,0
B000164,Nisha Singh,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,4,3.46,8.64,0,1,2,0.425,1,0.566,0.89,0.882,16.0,63,1,1,1,11.38,0
B000165,Muneesh Reddy,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,6.58,6.58,2,1,3,0.435,0,0.462,0.79,0.848,13.68,114,0,0,1,6.96,0
B000166,Komal Mohan,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,commerce_arts,foreign,4,2.68,6.7,0,1,0,0.792,2,0.428,0.279,0.452,11.22,176,0,1,1,2.52,1
B000167,Narmada Masarrate,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,core_engineering,indian,10,5.53,5.53,0,0,0,0.26,2,0.45,0.51,0.61,16.36,112,0,0,0,0.0,1
B000168,Kunal Lal,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,btech_cse,indian,10,8.4,8.4,1,1,4,0.406,0,0.536,0.688,0.806,13.04,145,1,1,1,8.55,0
B000169,Nisha Chaurasia,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,7.63,7.63,0,2,0,0.629,0,0.497,0.569,0.658,8.77,64,0,1,1,8.9,0
B000170,Arya Murthy,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,btech_cse,indian,10,7.35,7.35,0,0,3,0.995,3,0.34,0.602,0.651,7.18,92,1,1,1,7.28,0
B000171,Neha Choudhury,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,core_engineering,indian,10,6.65,6.65,1,2,0,0.629,4,0.658,0.369,0.567,15.01,207,0,1,1,4.75,0
B000172,Karthik Birla,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,core_engineering,indian,4,3.0,7.49,0,0,0,0.865,0,0.272,0.573,0.546,12.5,181,0,1,1,5.2,0
B000173,Parisha Choudhury,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,10,7.46,7.46,0,3,5,1.0,2,0.644,0.807,0.96,20.33,21,1,1,1,12.52,0
B000174,Kanika Lamba,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,mba,indian,10,6.36,6.36,1,0,1,0.537,0,0.403,0.543,0.715,12.16,143,0,1,1,6.28,1
B000175,Pavitra Bhattacharya,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,mba,indian,10,6.12,6.12,2,0,0,0.736,3,0.633,0.47,0.721,13.21,17,0,1,1,4.79,1
B000176,Leela Khurana,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,7.06,7.06,1,1,1,0.699,5,0.713,0.491,0.846,7.69,232,0,1,1,3.39,0
B000177,Divya Khanna,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,core_engineering,indian,10,8.16,8.16,0,2,2,0.852,2,0.38,0.471,0.621,20.22,159,0,1,1,6.13,0
B000178,Komal Menon,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,btech_cse,indian,4,2.61,6.52,0,0,4,0.673,3,0.583,0.521,0.818,18.79,82,0,0,1,4.45,0
B000179,Noor Mohindra,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,core_engineering,indian,10,6.58,6.58,2,0,0,0.669,2,0.506,0.319,0.598,9.9,143,0,0,0,0.0,0
B000180,Priya Jain,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,core_engineering,indian,10,6.64,6.64,0,0,1,0.469,0,0.164,0.617,0.603,12.45,74,1,1,1,2.4,1
B000181,Arya Masarrate,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,btech_cse,foreign,4,3.53,8.83,0,1,2,0.367,0,0.714,0.605,0.96,18.62,79,1,1,1,10.72,0
B000182,Padma Bansal,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,mba,indian,10,8.66,8.66,1,1,2,0.755,1,0.586,0.644,0.758,20.99,138,0,1,1,8.53,0
B000183,Niyati Iyengar,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,btech_cse,indian,4,2.96,7.4,0,3,4,0.677,0,0.756,0.56,0.734,15.72,36,1,1,1,10.0,0
B000184,Noor Kapoor,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,10,8.17,8.17,0,0,0,0.507,0,0.643,0.565,0.741,23.39,226,1,1,1,7.71,0
B000185,Varun Gopal,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,btech_cse,indian,4,2.86,7.14,0,1,4,0.515,0,0.504,0.851,0.655,4.0,138,0,1,1,7.26,0
B000186,Mohan Gupta,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,btech_cse,indian,4,2.66,6.66,1,3,1,0.748,6,0.659,0.866,0.899,12.19,67,1,1,1,10.62,0
B000187,Mohan Menon,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,mba,foreign,4,3.09,7.72,0,0,0,0.468,2,0.521,0.223,0.697,8.38,116,0,0,1,6.73,0
B000188,Divya Krishnan,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,mba,indian,10,7.18,7.18,0,1,3,0.694,0,0.466,0.64,0.746,19.26,82,1,1,1,7.48,0
B000189,Kunal Chopra,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,commerce_arts,indian,10,8.33,8.33,0,0,0,0.249,0,0.433,0.233,0.465,12.35,24,0,0,0,0.0,1
B000190,Milind Mehta,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,core_engineering,indian,10,8.62,8.62,0,2,0,0.672,1,0.426,0.365,0.676,10.72,64,1,1,1,7.75,0
B000191,Kushal Mathur,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,commerce_arts,indian,4,3.36,8.41,0,0,0,0.802,1,0.482,0.15,0.649,12.66,132,0,1,1,3.41,0
B000192,Peeyush Kumar,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,core_engineering,indian,10,6.01,6.01,0,1,2,0.362,3,0.446,0.548,0.69,17.91,70,0,0,0,0.0,1
B000193,Karan Kumaran,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,commerce_arts,indian,10,6.89,6.89,0,2,1,0.789,5,0.451,0.264,0.518,14.56,25,0,1,1,6.67,0
B000194,Nandini Kapoor,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,commerce_arts,indian,10,6.25,6.25,1,2,3,0.83,1,0.523,0.23,0.597,12.79,45,0,0,0,0.0,1
B000195,Meghna Dixit,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,btech_cse,indian,10,6.7,6.7,0,0,3,0.394,2,0.556,0.901,0.679,21.06,86,0,0,1,7.11,0
B000196,Nitesh Murty,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,core_engineering,indian,10,7.23,7.23,0,2,1,0.991,6,0.428,0.311,0.62,19.29,79,1,1,1,5.22,0
B000197,Parisha Dixit,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,mba,indian,10,5.47,5.47,0,1,2,0.921,5,0.529,0.562,0.616,14.68,59,0,0,0,0.0,1
B000198,Meghna Luthra,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,mba,foreign,4,3.2,8.01,0,1,3,0.539,0,0.625,0.621,0.879,18.59,182,1,1,1,11.58,0
B000199,Tanvi Singh,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,commerce_arts,indian,10,8.21,8.21,1,1,0,0.226,1,0.444,0.378,0.613,23.46,155,1,1,1,5.57,0
B000200,Paras Mitra,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,btech_cse,indian,10,8.09,8.09,0,2,2,0.669,1,0.521,0.658,0.96,23.16,84,1,1,1,9.81,0
B000201,Mohini Verma,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,core_engineering,indian,4,2.57,6.42,0,0,2,0.642,0,0.434,0.566,0.578,12.14,88,0,1,1,4.11,1
B000202,Kushal Kumar,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,core_engineering,indian,10,6.98,6.98,1,0,1,0.867,0,0.326,0.429,0.66,9.75,219,0,0,0,0.0,1
B000203,Kishan Moonje,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,7.42,7.42,0,0,3,0.374,1,0.558,0.95,0.912,13.86,87,0,1,1,8.09,0
B000204,Mishti Malik,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,core_engineering,indian,10,7.23,7.23,0,2,2,0.806,4,0.395,0.514,0.713,23.66,79,1,1,1,3.65,0
B000205,Karthik Bhindal,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,7.01,7.01,0,0,5,0.658,1,0.451,0.524,0.714,13.22,138,0,0,1,6.31,1
B000206,Maitri Bhat,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,btech_cse,indian,10,7.33,7.33,0,3,3,0.524,3,0.445,0.758,0.774,15.83,173,0,1,1,11.39,0
B000207,Eshan Goyanka,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,mba,indian,10,6.22,6.22,0,1,0,0.823,2,0.393,0.49,0.794,17.92,158,0,1,1,7.32,0
B000208,Ojas Iyengar,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,7.23,7.23,1,2,2,0.617,3,0.702,0.748,0.788,10.36,199,0,1,1,8.92,0
B000209,Parag Luthra,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,btech_cse,indian,10,7.79,7.79,0,2,2,0.804,2,0.561,0.725,0.72,12.9,183,1,1,1,10.79,0
B000210,Jeet Namboothiri,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,commerce_arts,indian,10,7.58,7.58,0,2,0,0.866,1,0.943,0.41,0.712,15.52,228,0,1,1,11.27,0
B000211,Jatin Verma,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,core_engineering,indian,4,2.52,6.29,0,1,0,0.364,0,0.493,0.299,0.779,19.39,155,0,0,0,0.0,1
B000212,Nisha Masarrate,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,core_engineering,indian,10,7.75,7.75,0,0,1,0.801,0,0.582,0.416,0.566,4.0,15,0,0,1,2.4,1
B000213,Kamal Krishnan,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,core_engineering,indian,10,7.0,7.0,0,0,0,0.466,1,0.468,0.529,0.66,17.09,164,0,1,1,2.94,1
B000214,Shreya Masarrate,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,core_engineering,indian,10,7.63,7.63,0,1,2,0.483,1,0.853,0.377,0.789,25.06,104,0,1,1,10.16,0
B000215,Aditya Mishra,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,7.7,7.7,0,0,2,0.441,0,0.15,0.917,0.673,10.07,125,1,1,1,7.71,1
B000216,Keya Deshpande,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,btech_cse,indian,10,7.85,7.85,0,0,3,0.74,0,0.425,0.866,0.757,14.19,125,1,1,1,7.13,0
B000217,Manisha Bhattacharya,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,core_engineering,indian,10,6.51,6.51,1,0,0,0.399,1,0.459,0.392,0.599,13.71,204,1,1,1,5.16,1
B000218,Leela Nair,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,mba,indian,10,6.94,6.94,0,3,1,0.538,0,0.433,0.52,0.753,13.23,149,1,1,1,11.37,1
B000219,Bhuvan Mitra,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,core_engineering,indian,4,2.78,6.96,0,2,0,1.0,0,0.95,0.232,0.887,21.74,167,1,1,1,5.71,1
B000220,Nikhil Malik,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,btech_cse,indian,10,7.81,7.81,0,2,2,0.606,4,0.496,0.784,0.68,21.6,223,0,0,0,0.0,1
B000221,Milan Gupta,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,btech_cse,indian,4,2.56,6.39,0,1,3,0.935,6,0.568,0.662,0.715,13.11,50,1,1,1,5.57,0
B000222,Mohini Hegde,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,core_engineering,indian,10,9.06,9.06,0,2,0,0.77,2,0.694,0.439,0.934,14.84,92,0,0,1,11.03,0
B000223,Geeta Kapoor,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,btech_cse,foreign,4,2.9,7.24,0,1,1,0.636,2,0.806,0.82,0.96,24.22,135,0,1,1,8.48,0
B000224,Mirza Bhat,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,commerce_arts,foreign,4,3.33,8.32,1,2,2,0.93,7,0.627,0.412,0.733,7.72,78,1,1,1,9.77,0
B000225,Ojas Verma,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,core_engineering,indian,10,7.43,7.43,0,2,0,0.717,5,0.432,0.417,0.469,17.53,27,0,0,1,5.89,1
B000226,Parag Chaurasia,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,core_engineering,indian,10,7.08,7.08,0,0,1,0.186,0,0.404,0.386,0.64,15.01,131,0,0,1,3.61,0
B000227,Sakshi Gopal,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,btech_cse,indian,10,9.25,9.25,0,2,0,0.62,2,0.574,0.709,0.888,20.97,238,0,1,1,11.54,0
B000228,Siddharth Nair,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,btech_cse,indian,4,2.95,7.37,0,1,2,0.395,1,0.542,0.566,0.713,14.14,183,1,1,1,7.8,0
